district_code,district_name,date,selling_price_m2
6,Gràcia,2013-07,3078
6,Gràcia,2013-08,3064
6,Gràcia,2013-09,3088
6,Gràcia,2013-10,3034
6,Gràcia,2013-11,3020
6,Gràcia,2013-12,3048
6,Gràcia,2014-01,3035
6,Gràcia,2014-02,3058
6,Gràcia,2014-03,3052
6,Gràcia,2014-04,3047
6,Gràcia,2014-05,2995
6,Gràcia,2014-06,2961
6,Gràcia,2014-07,2957
6,Gràcia,2014-08,2956
6,Gràcia,2014-09,2976
6,Gràcia,2014-10,3009
6,Gràcia,2014-11,3025
6,Gràcia,2014-12,3020
6,Gràcia,2015-01,3014
6,Gràcia,2015-02,3031
6,Gràcia,2015-03,3035
6,Gràcia,2015-04,3035
6,Gràcia,2015-05,3036
6,Gràcia,2015-06,3133
6,Gràcia,2015-07,3151
6,Gràcia,2015-08,3170
6,Gràcia,2015-09,3172
6,Gràcia,2015-10,3148
6,Gràcia,2015-11,3149
6,Gràcia,2015-12,3182
6,Gràcia,2016-01,3160
6,Gràcia,2016-02,3266
6,Gràcia,2016-03,3274
6,Gràcia,2016-04,3301
6,Gràcia,2016-05,3321
6,Gràcia,2016-06,3304
6,Gràcia,2016-07,3340
6,Gràcia,2016-08,3365
6,Gràcia,2016-09,3365
6,Gràcia,2016-10,3407
6,Gràcia,2016-11,3474
6,Gràcia,2016-12,3581
6,Gràcia,2017-01,3574
6,Gràcia,2017-02,3623
6,Gràcia,2017-03,3716
6,Gràcia,2017-04,3736
6,Gràcia,2017-05,3791
6,Gràcia,2017-06,3862
6,Gràcia,2017-07,4060
6,Gràcia,2017-08,4113
6,Gràcia,2017-09,4167
6,Gràcia,2017-10,4229
6,Gràcia,2017-11,4161
6,Gràcia,2017-12,4146
6,Gràcia,2018-01,4202
6,Gràcia,2018-02,4237
6,Gràcia,2018-03,4267
6,Gràcia,2018-04,4298
6,Gràcia,2018-05,4398
6,Gràcia,2018-06,4505
6,Gràcia,2018-07,4462
6,Gràcia,2018-08,4430
6,Gràcia,2018-09,4431
6,Gràcia,2018-10,4437
6,Gràcia,2018-11,4442
6,Gràcia,2018-12,4469
6,Gràcia,2019-01,4524
6,Gràcia,2019-02,4564
6,Gràcia,2019-03,4409
6,Gràcia,2019-04,4312
6,Gràcia,2019-05,4211
6,Gràcia,2019-06,4229
6,Gràcia,2019-07,4275
6,Gràcia,2019-08,4234
6,Gràcia,2019-09,4283
6,Gràcia,2019-10,4300
6,Gràcia,2019-11,4286
6,Gràcia,2019-12,4217
6,Gràcia,2020-01,4176
6,Gràcia,2020-02,4185
6,Gràcia,2020-03,4185
6,Gràcia,2020-04,4193
7,Horta-Guinardó,2006-01,n.d.
7,Horta-Guinardó,2006-02,n.d.
7,Horta-Guinardó,2006-03,n.d.
7,Horta-Guinardó,2006-04,n.d.
7,Horta-Guinardó,2006-05,n.d.
7,Horta-Guinardó,2006-06,n.d.
7,Horta-Guinardó,2006-07,n.d.
7,Horta-Guinardó,2006-08,n.d.
7,Horta-Guinardó,2006-09,n.d.
7,Horta-Guinardó,2006-10,n.d.
7,Horta-Guinardó,2006-11,n.d.
7,Horta-Guinardó,2006-12,n.d.
7,Horta-Guinardó,2007-01,n.d.
7,Horta-Guinardó,2007-02,n.d.
7,Horta-Guinardó,2007-03,n.d.
7,Horta-Guinardó,2007-04,n.d.
7,Horta-Guinardó,2007-05,n.d.
7,Horta-Guinardó,2007-06,n.d.
7,Horta-Guinardó,2007-07,n.d.
7,Horta-Guinardó,2007-08,n.d.
7,Horta-Guinardó,2007-09,n.d.
7,Horta-Guinardó,2007-10,n.d.
7,Horta-Guinardó,2007-11,n.d.
7,Horta-Guinardó,2007-12,n.d.
7,Horta-Guinardó,2008-01,n.d.
7,Horta-Guinardó,2008-02,n.d.
7,Horta-Guinardó,2008-03,n.d.
7,Horta-Guinardó,2008-04,n.d.
7,Horta-Guinardó,2008-05,n.d.
7,Horta-Guinardó,2008-06,n.d.
7,Horta-Guinardó,2008-07,n.d.
7,Horta-Guinardó,2008-08,n.d.
7,Horta-Guinardó,2008-09,3431
7,Horta-Guinardó,2008-10,3159
7,Horta-Guinardó,2008-11,3094
7,Horta-Guinardó,2008-12,3232
7,Horta-Guinardó,2009-01,3248
7,Horta-Guinardó,2009-02,3238
7,Horta-Guinardó,2009-03,3346
7,Horta-Guinardó,2009-04,3352
7,Horta-Guinardó,2009-05,3338
7,Horta-Guinardó,2009-06,3191
7,Horta-Guinardó,2009-07,3154
7,Horta-Guinardó,2009-08,3180
7,Horta-Guinardó,2009-09,3192
7,Horta-Guinardó,2009-10,3169
7,Horta-Guinardó,2009-11,3119
7,Horta-Guinardó,2009-12,3117
7,Horta-Guinardó,2010-01,3076
7,Horta-Guinardó,2010-02,3094
7,Horta-Guinardó,2010-03,3108
7,Horta-Guinardó,2010-04,3167
7,Horta-Guinardó,2010-05,3206
7,Horta-Guinardó,2010-06,3239
7,Horta-Guinardó,2010-07,3240
7,Horta-Guinardó,2010-08,3168
7,Horta-Guinardó,2010-09,3174
7,Horta-Guinardó,2010-10,3164
7,Horta-Guinardó,2010-11,3138
7,Horta-Guinardó,2010-12,3135
7,Horta-Guinardó,2011-01,3132
7,Horta-Guinardó,2011-02,3092
7,Horta-Guinardó,2011-03,3059
7,Horta-Guinardó,2011-04,3064
7,Horta-Guinardó,2011-05,3054
7,Horta-Guinardó,2011-06,3016
7,Horta-Guinardó,2011-07,2999
7,Horta-Guinardó,2011-08,2987
7,Horta-Guinardó,2011-09,2945
7,Horta-Guinardó,2011-10,2905
7,Horta-Guinardó,2011-11,2881
7,Horta-Guinardó,2011-12,2846
7,Horta-Guinardó,2012-01,2831
7,Horta-Guinardó,2012-02,2812
7,Horta-Guinardó,2012-03,2741
7,Horta-Guinardó,2012-04,2686
7,Horta-Guinardó,2012-05,2661
7,Horta-Guinardó,2012-06,2675
7,Horta-Guinardó,2012-07,2658
7,Horta-Guinardó,2012-08,2610
7,Horta-Guinardó,2012-09,2548
7,Horta-Guinardó,2012-10,2530
7,Horta-Guinardó,2012-11,2493
7,Horta-Guinardó,2012-12,2461
7,Horta-Guinardó,2013-01,2429
7,Horta-Guinardó,2013-02,2436
7,Horta-Guinardó,2013-03,2450
7,Horta-Guinardó,2013-04,2443
7,Horta-Guinardó,2013-05,2394
7,Horta-Guinardó,2013-06,2363
7,Horta-Guinardó,2013-07,2358
7,Horta-Guinardó,2013-08,2327
7,Horta-Guinardó,2013-09,2344
7,Horta-Guinardó,2013-10,2388
7,Horta-Guinardó,2013-11,2346
7,Horta-Guinardó,2013-12,2310
7,Horta-Guinardó,2014-01,2301
7,Horta-Guinardó,2014-02,2303
7,Horta-Guinardó,2014-03,2293
7,Horta-Guinardó,2014-04,2286
7,Horta-Guinardó,2014-05,2296
7,Horta-Guinardó,2014-06,2277
7,Horta-Guinardó,2014-07,2271
7,Horta-Guinardó,2014-08,2272
7,Horta-Guinardó,2014-09,2293
7,Horta-Guinardó,2014-10,2293
7,Horta-Guinardó,2014-11,2294
7,Horta-Guinardó,2014-12,2293
7,Horta-Guinardó,2015-01,2320
7,Horta-Guinardó,2015-02,2328
7,Horta-Guinardó,2015-03,2305
7,Horta-Guinardó,2015-04,2279
7,Horta-Guinardó,2015-05,2263
7,Horta-Guinardó,2015-06,2259
7,Horta-Guinardó,2015-07,2290
7,Horta-Guinardó,2015-08,2302
7,Horta-Guinardó,2015-09,2310
7,Horta-Guinardó,2015-10,2304
7,Horta-Guinardó,2015-11,2314
7,Horta-Guinardó,2015-12,2352
7,Horta-Guinardó,2016-01,2377
7,Horta-Guinardó,2016-02,2359
7,Horta-Guinardó,2016-03,2401
7,Horta-Guinardó,2016-04,2421
7,Horta-Guinardó,2016-05,2436
7,Horta-Guinardó,2016-06,2432
7,Horta-Guinardó,2016-07,2461
7,Horta-Guinardó,2016-08,2495
7,Horta-Guinardó,2016-09,2498
7,Horta-Guinardó,2016-10,2530
7,Horta-Guinardó,2016-11,2581
7,Horta-Guinardó,2016-12,2642
7,Horta-Guinardó,2017-01,2669
7,Horta-Guinardó,2017-02,2697
7,Horta-Guinardó,2017-03,2730
7,Horta-Guinardó,2017-04,2734
7,Horta-Guinardó,2017-05,2797
7,Horta-Guinardó,2017-06,2872
7,Horta-Guinardó,2017-07,2910
7,Horta-Guinardó,2017-08,2953
7,Horta-Guinardó,2017-09,3024
7,Horta-Guinardó,2017-10,3176
7,Horta-Guinardó,2017-11,3127
7,Horta-Guinardó,2017-12,3070
7,Horta-Guinardó,2018-01,3088
7,Horta-Guinardó,2018-02,3143
7,Horta-Guinardó,2018-03,3156
7,Horta-Guinardó,2018-04,3195
7,Horta-Guinardó,2018-05,3204
7,Horta-Guinardó,2018-06,3236
7,Horta-Guinardó,2018-07,3220
7,Horta-Guinardó,2018-08,3189
7,Horta-Guinardó,2018-09,3187
7,Horta-Guinardó,2018-10,3204
7,Horta-Guinardó,2018-11,3203
7,Horta-Guinardó,2018-12,3197
7,Horta-Guinardó,2019-01,3199
7,Horta-Guinardó,2019-02,3201
7,Horta-Guinardó,2019-03,3200
7,Horta-Guinardó,2019-04,3200
7,Horta-Guinardó,2019-05,3153
7,Horta-Guinardó,2019-06,3163
7,Horta-Guinardó,2019-07,3123
7,Horta-Guinardó,2019-08,3097
7,Horta-Guinardó,2019-09,3080
7,Horta-Guinardó,2019-10,3065
7,Horta-Guinardó,2019-11,3065
7,Horta-Guinardó,2019-12,3080
7,Horta-Guinardó,2020-01,3105
7,Horta-Guinardó,2020-02,3175
7,Horta-Guinardó,2020-03,3205
7,Horta-Guinardó,2020-04,3200
8,Nou Barris,2006-01,n.d.
8,Nou Barris,2006-02,n.d.
8,Nou Barris,2006-03,n.d.
8,Nou Barris,2006-04,n.d.
8,Nou Barris,2006-05,n.d.
8,Nou Barris,2006-06,n.d.
8,Nou Barris,2006-07,n.d.
8,Nou Barris,2006-08,n.d.
8,Nou Barris,2006-09,n.d.
8,Nou Barris,2006-10,n.d.
8,Nou Barris,2006-11,n.d.
8,Nou Barris,2006-12,n.d.
8,Nou Barris,2007-01,n.d.
8,Nou Barris,2007-02,n.d.
8,Nou Barris,2007-03,n.d.
8,Nou Barris,2007-04,n.d.
8,Nou Barris,2007-05,n.d.
8,Nou Barris,2007-06,n.d.
8,Nou Barris,2007-07,n.d.
8,Nou Barris,2007-08,n.d.
8,Nou Barris,2007-09,n.d.
8,Nou Barris,2007-10,n.d.
8,Nou Barris,2007-11,n.d.
8,Nou Barris,2007-12,n.d.
8,Nou Barris,2008-01,n.d.
8,Nou Barris,2008-02,n.d.
8,Nou Barris,2008-03,n.d.
8,Nou Barris,2008-04,n.d.
8,Nou Barris,2008-05,n.d.
8,Nou Barris,2008-06,n.d.
8,Nou Barris,2008-07,n.d.
8,Nou Barris,2008-08,n.d.
8,Nou Barris,2008-09,n.d.
8,Nou Barris,2008-10,n.d.
8,Nou Barris,2008-11,n.d.
8,Nou Barris,2008-12,n.d.
8,Nou Barris,2009-01,n.d.
8,Nou Barris,2009-02,2941
8,Nou Barris,2009-03,2941
8,Nou Barris,2009-04,2917
8,Nou Barris,2009-05,2869
8,Nou Barris,2009-06,2917
8,Nou Barris,2009-07,2920
8,Nou Barris,2009-08,2841
8,Nou Barris,2009-09,2732
8,Nou Barris,2009-10,2697
8,Nou Barris,2009-11,2834
8,Nou Barris,2009-12,2743
8,Nou Barris,2010-01,2888
8,Nou Barris,2010-02,2754
8,Nou Barris,2010-03,2841
8,Nou Barris,2010-04,2749
8,Nou Barris,2010-05,2802
8,Nou Barris,2010-06,2756
8,Nou Barris,2010-07,2700
8,Nou Barris,2010-08,2609
8,Nou Barris,2010-09,2662
8,Nou Barris,2010-10,2720
8,Nou Barris,2010-11,2679
8,Nou Barris,2010-12,2659
8,Nou Barris,2011-01,2704
8,Nou Barris,2011-02,2672
8,Nou Barris,2011-03,2671
8,Nou Barris,2011-04,2671
8,Nou Barris,2011-05,2654
8,Nou Barris,2011-06,2624
8,Nou Barris,2011-07,2589
8,Nou Barris,2011-08,2534
8,Nou Barris,2011-09,2526
8,Nou Barris,2011-10,2491
8,Nou Barris,2011-11,2446
8,Nou Barris,2011-12,2423
8,Nou Barris,2012-01,2373
8,Nou Barris,2012-02,2304
8,Nou Barris,2012-03,2259
8,Nou Barris,2012-04,2247
8,Nou Barris,2012-05,2236
8,Nou Barris,2012-06,2239
8,Nou Barris,2012-07,2227
8,Nou Barris,2012-08,2181
8,Nou Barris,2012-09,2149
8,Nou Barris,2012-10,2125
8,Nou Barris,2012-11,2081
8,Nou Barris,2012-12,1993
8,Nou Barris,2013-01,1991
8,Nou Barris,2013-02,2016
8,Nou Barris,2013-03,1994
8,Nou Barris,2013-04,1952
8,Nou Barris,2013-05,1933
8,Nou Barris,2013-06,1927
8,Nou Barris,2013-07,1937
8,Nou Barris,2013-08,1916
8,Nou Barris,2013-09,1930
8,Nou Barris,2013-10,1926
8,Nou Barris,2013-11,1900
8,Nou Barris,2013-12,1840
8,Nou Barris,2014-01,1813
8,Nou Barris,2014-02,1845
8,Nou Barris,2014-03,1788
8,Nou Barris,2014-04,1743
8,Nou Barris,2014-05,1741
8,Nou Barris,2014-06,1760
8,Nou Barris,2014-07,1760
8,Nou Barris,2014-08,1733
8,Nou Barris,2014-09,1745
8,Nou Barris,2014-10,1733
8,Nou Barris,2014-11,1747
8,Nou Barris,2014-12,1794
8,Nou Barris,2015-01,1823
8,Nou Barris,2015-02,1783
8,Nou Barris,2015-03,1804
8,Nou Barris,2015-04,1775
8,Nou Barris,2015-05,1768
8,Nou Barris,2015-06,1787
8,Nou Barris,2015-07,1819
8,Nou Barris,2015-08,1778
8,Nou Barris,2015-09,1774
8,Nou Barris,2015-10,1774
8,Nou Barris,2015-11,1755
8,Nou Barris,2015-12,1759
8,Nou Barris,2016-01,1803
8,Nou Barris,2016-02,1791
8,Nou Barris,2016-03,1808
8,Nou Barris,2016-04,1807
8,Nou Barris,2016-05,1823
8,Nou Barris,2016-06,1838
8,Nou Barris,2016-07,1853
8,Nou Barris,2016-08,1859
8,Nou Barris,2016-09,1858
8,Nou Barris,2016-10,1900
8,Nou Barris,2016-11,1912
8,Nou Barris,2016-12,1925
8,Nou Barris,2017-01,1963
8,Nou Barris,2017-02,1977
8,Nou Barris,2017-03,1972
8,Nou Barris,2017-04,1968
8,Nou Barris,2017-05,1978
8,Nou Barris,2017-06,2036
8,Nou Barris,2017-07,2118
8,Nou Barris,2017-08,2207
8,Nou Barris,2017-09,2216
8,Nou Barris,2017-10,2172
8,Nou Barris,2017-11,2197
8,Nou Barris,2017-12,2189
8,Nou Barris,2018-01,2217
8,Nou Barris,2018-02,2291
8,Nou Barris,2018-03,2351
8,Nou Barris,2018-04,2350
8,Nou Barris,2018-05,2385
8,Nou Barris,2018-06,2423
8,Nou Barris,2018-07,2443
8,Nou Barris,2018-08,2482
8,Nou Barris,2018-09,2500
8,Nou Barris,2018-10,2551
8,Nou Barris,2018-11,2552
8,Nou Barris,2018-12,2506
8,Nou Barris,2019-01,2478
8,Nou Barris,2019-02,2468
8,Nou Barris,2019-03,2482
8,Nou Barris,2019-04,2494
8,Nou Barris,2019-05,2545
8,Nou Barris,2019-06,2574
8,Nou Barris,2019-07,2556
8,Nou Barris,2019-08,2557
8,Nou Barris,2019-09,2563
8,Nou Barris,2019-10,2538
8,Nou Barris,2019-11,2543
8,Nou Barris,2019-12,2591
8,Nou Barris,2020-01,2574
8,Nou Barris,2020-02,2542
8,Nou Barris,2020-03,2551
8,Nou Barris,2020-04,2547
9,Sant Andreu,2006-01,n.d.
9,Sant Andreu,2006-02,n.d.
9,Sant Andreu,2006-03,n.d.
9,Sant Andreu,2006-04,n.d.
9,Sant Andreu,2006-05,n.d.
9,Sant Andreu,2006-06,n.d.
9,Sant Andreu,2006-07,n.d.
9,Sant Andreu,2006-08,n.d.
9,Sant Andreu,2006-09,n.d.
9,Sant Andreu,2006-10,n.d.
9,Sant Andreu,2006-11,n.d.
9,Sant Andreu,2006-12,n.d.
9,Sant Andreu,2007-01,n.d.
9,Sant Andreu,2007-02,n.d.
9,Sant Andreu,2007-03,n.d.
9,Sant Andreu,2007-04,n.d.
9,Sant Andreu,2007-05,n.d.
9,Sant Andreu,2007-06,n.d.
9,Sant Andreu,2007-07,n.d.
9,Sant Andreu,2007-08,n.d.
9,Sant Andreu,2007-09,n.d.
9,Sant Andreu,2007-10,n.d.
9,Sant Andreu,2007-11,n.d.
9,Sant Andreu,2007-12,n.d.
9,Sant Andreu,2008-01,n.d.
9,Sant Andreu,2008-02,n.d.
9,Sant Andreu,2008-03,n.d.
9,Sant Andreu,2008-04,n.d.
9,Sant Andreu,2008-05,n.d.
9,Sant Andreu,2008-06,n.d.
9,Sant Andreu,2008-07,n.d.
9,Sant Andreu,2008-08,n.d.
9,Sant Andreu,2008-09,n.d.
9,Sant Andreu,2008-10,n.d.
9,Sant Andreu,2008-11,n.d.
9,Sant Andreu,2008-12,n.d.
9,Sant Andreu,2009-01,n.d.
9,Sant Andreu,2009-02,n.d.
9,Sant Andreu,2009-03,n.d.
9,Sant Andreu,2009-04,2873
9,Sant Andreu,2009-05,2794
9,Sant Andreu,2009-06,3138
9,Sant Andreu,2009-07,3158
9,Sant Andreu,2009-08,3091
9,Sant Andreu,2009-09,2984
9,Sant Andreu,2009-10,3066
9,Sant Andreu,2009-11,3278
9,Sant Andreu,2009-12,3014
9,Sant Andreu,2010-01,3037
9,Sant Andreu,2010-02,2997
9,Sant Andreu,2010-03,3033
9,Sant Andreu,2010-04,3183
9,Sant Andreu,2010-05,3246
9,Sant Andreu,2010-06,3235
9,Sant Andreu,2010-07,3129
9,Sant Andreu,2010-08,3022
9,Sant Andreu,2010-09,2887
9,Sant Andreu,2010-10,3077
9,Sant Andreu,2010-11,3059
9,Sant Andreu,2010-12,3047
9,Sant Andreu,2011-01,3028
9,Sant Andreu,2011-02,3014
9,Sant Andreu,2011-03,3078
9,Sant Andreu,2011-04,3010
9,Sant Andreu,2011-05,3003
9,Sant Andreu,2011-06,3032
9,Sant Andreu,2011-07,3028
9,Sant Andreu,2011-08,2965
9,Sant Andreu,2011-09,2893
9,Sant Andreu,2011-10,2805
9,Sant Andreu,2011-11,2799
9,Sant Andreu,2011-12,2772
9,Sant Andreu,2012-01,2759
9,Sant Andreu,2012-02,2710
9,Sant Andreu,2012-03,2661
9,Sant Andreu,2012-04,2659
9,Sant Andreu,2012-05,2663
9,Sant Andreu,2012-06,2654
9,Sant Andreu,2012-07,2643
9,Sant Andreu,2012-08,2612
9,Sant Andreu,2012-09,2491
9,Sant Andreu,2012-10,2452
9,Sant Andreu,2012-11,2508
9,Sant Andreu,2012-12,2496
9,Sant Andreu,2013-01,2496
9,Sant Andreu,2013-02,2465
9,Sant Andreu,2013-03,2446
9,Sant Andreu,2013-04,2432
9,Sant Andreu,2013-05,2385
9,Sant Andreu,2013-06,2351
9,Sant Andreu,2013-07,2346
9,Sant Andreu,2013-08,2352
9,Sant Andreu,2013-09,2329
9,Sant Andreu,2013-10,2284
9,Sant Andreu,2013-11,2237
9,Sant Andreu,2013-12,2217
9,Sant Andreu,2014-01,2211
9,Sant Andreu,2014-02,2264
9,Sant Andreu,2014-03,2253
9,Sant Andreu,2014-04,2247
9,Sant Andreu,2014-05,2191
9,Sant Andreu,2014-06,2163
9,Sant Andreu,2014-07,2166
9,Sant Andreu,2014-08,2122
9,Sant Andreu,2014-09,2115
9,Sant Andreu,2014-10,2124
9,Sant Andreu,2014-11,2126
9,Sant Andreu,2014-12,2166
9,Sant Andreu,2015-01,2182
9,Sant Andreu,2015-02,2238
9,Sant Andreu,2015-03,2283
9,Sant Andreu,2015-04,2281
9,Sant Andreu,2015-05,2258
9,Sant Andreu,2015-06,2324
9,Sant Andreu,2015-07,2334
9,Sant Andreu,2015-08,2298
9,Sant Andreu,2015-09,2311
9,Sant Andreu,2015-10,2312
9,Sant Andreu,2015-11,2318
9,Sant Andreu,2015-12,2332
9,Sant Andreu,2016-01,2372
9,Sant Andreu,2016-02,2349
9,Sant Andreu,2016-03,2328
9,Sant Andreu,2016-04,2323
9,Sant Andreu,2016-05,2322
9,Sant Andreu,2016-06,2355
9,Sant Andreu,2016-07,2349
9,Sant Andreu,2016-08,2361
9,Sant Andreu,2016-09,2359
9,Sant Andreu,2016-10,2457
9,Sant Andreu,2016-11,2468
9,Sant Andreu,2016-12,2511
9,Sant Andreu,2017-01,2534
9,Sant Andreu,2017-02,2564
9,Sant Andreu,2017-03,2642
9,Sant Andreu,2017-04,2668
9,Sant Andreu,2017-05,2685
9,Sant Andreu,2017-06,2648
9,Sant Andreu,2017-07,2728
9,Sant Andreu,2017-08,2765
9,Sant Andreu,2017-09,2772
9,Sant Andreu,2017-10,2805
9,Sant Andreu,2017-11,2868
9,Sant Andreu,2017-12,2915
9,Sant Andreu,2018-01,2938
9,Sant Andreu,2018-02,2995
9,Sant Andreu,2018-03,3070
9,Sant Andreu,2018-04,3103
9,Sant Andreu,2018-05,3187
9,Sant Andreu,2018-06,3162
9,Sant Andreu,2018-07,3200
9,Sant Andreu,2018-08,3258
9,Sant Andreu,2018-09,3336
9,Sant Andreu,2018-10,3336
9,Sant Andreu,2018-11,3301
9,Sant Andreu,2018-12,3262
9,Sant Andreu,2019-01,3235
9,Sant Andreu,2019-02,3192
9,Sant Andreu,2019-03,3171
9,Sant Andreu,2019-04,3196
9,Sant Andreu,2019-05,3226
9,Sant Andreu,2019-06,3297
9,Sant Andreu,2019-07,3273
9,Sant Andreu,2019-08,3274
9,Sant Andreu,2019-09,3248
9,Sant Andreu,2019-10,3227
9,Sant Andreu,2019-11,3240
9,Sant Andreu,2019-12,3261
9,Sant Andreu,2020-01,3236
9,Sant Andreu,2020-02,3202
9,Sant Andreu,2020-03,3214
9,Sant Andreu,2020-04,3218
10,Sant Martí,2006-01,n.d.
10,Sant Martí,2006-02,n.d.
10,Sant Martí,2006-03,n.d.
10,Sant Martí,2006-04,n.d.
10,Sant Martí,2006-05,n.d.
10,Sant Martí,2006-06,n.d.
10,Sant Martí,2006-07,n.d.
10,Sant Martí,2006-08,n.d.
10,Sant Martí,2006-09,n.d.
10,Sant Martí,2006-10,n.d.
10,Sant Martí,2006-11,n.d.
10,Sant Martí,2006-12,n.d.
10,Sant Martí,2007-01,n.d.
10,Sant Martí,2007-02,n.d.
10,Sant Martí,2007-03,n.d.
10,Sant Martí,2007-04,n.d.
10,Sant Martí,2007-05,n.d.
10,Sant Martí,2007-06,n.d.
10,Sant Martí,2007-07,n.d.
10,Sant Martí,2007-08,n.d.
10,Sant Martí,2007-09,n.d.
10,Sant Martí,2007-10,n.d.
10,Sant Martí,2007-11,n.d.
10,Sant Martí,2007-12,n.d.
10,Sant Martí,2008-01,n.d.
10,Sant Martí,2008-02,n.d.
10,Sant Martí,2008-03,n.d.
10,Sant Martí,2008-04,n.d.
10,Sant Martí,2008-05,n.d.
10,Sant Martí,2008-06,n.d.
10,Sant Martí,2008-07,3887
10,Sant Martí,2008-08,3862
10,Sant Martí,2008-09,3889
10,Sant Martí,2008-10,3778
10,Sant Martí,2008-11,3774
10,Sant Martí,2008-12,3774
10,Sant Martí,2009-01,3881
10,Sant Martí,2009-02,3843
10,Sant Martí,2009-03,3943
10,Sant Martí,2009-04,4008
10,Sant Martí,2009-05,4022
10,Sant Martí,2009-06,4037
10,Sant Martí,2009-07,4036
10,Sant Martí,2009-08,4025
10,Sant Martí,2009-09,4005
10,Sant Martí,2009-10,3995
10,Sant Martí,2009-11,3986
10,Sant Martí,2009-12,3924
10,Sant Martí,2010-01,3936
10,Sant Martí,2010-02,3834
10,Sant Martí,2010-03,3832
10,Sant Martí,2010-04,3830
10,Sant Martí,2010-05,3834
10,Sant Martí,2010-06,3836
10,Sant Martí,2010-07,3868
10,Sant Martí,2010-08,3802
10,Sant Martí,2010-09,3733
10,Sant Martí,2010-10,3734
10,Sant Martí,2010-11,3740
10,Sant Martí,2010-12,3679
10,Sant Martí,2011-01,3673
10,Sant Martí,2011-02,3612
10,Sant Martí,2011-03,3635
10,Sant Martí,2011-04,3572
10,Sant Martí,2011-05,3513
10,Sant Martí,2011-06,3463
10,Sant Martí,2011-07,3387
10,Sant Martí,2011-08,3331
10,Sant Martí,2011-09,3314
10,Sant Martí,2011-10,3267
10,Sant Martí,2011-11,3306
10,Sant Martí,2011-12,3303
10,Sant Martí,2012-01,3298
10,Sant Martí,2012-02,3198
10,Sant Martí,2012-03,3122
10,Sant Martí,2012-04,3130
10,Sant Martí,2012-05,3147
10,Sant Martí,2012-06,3127
10,Sant Martí,2012-07,3080
10,Sant Martí,2012-08,3111
10,Sant Martí,2012-09,3180
10,Sant Martí,2012-10,3074
10,Sant Martí,2012-11,3008
10,Sant Martí,2012-12,2962
10,Sant Martí,2013-01,2908
10,Sant Martí,2013-02,2943
10,Sant Martí,2013-03,2973
10,Sant Martí,2013-04,2876
10,Sant Martí,2013-05,2866
10,Sant Martí,2013-06,2856
10,Sant Martí,2013-07,2863
10,Sant Martí,2013-08,2867
10,Sant Martí,2013-09,2855
10,Sant Martí,2013-10,2878
10,Sant Martí,2013-11,2836
10,Sant Martí,2013-12,2833
10,Sant Martí,2014-01,2828
10,Sant Martí,2014-02,2884
10,Sant Martí,2014-03,2925
10,Sant Martí,2014-04,3057
10,Sant Martí,2014-05,3091
10,Sant Martí,2014-06,2996
10,Sant Martí,2014-07,3045
10,Sant Martí,2014-08,3064
10,Sant Martí,2014-09,3068
10,Sant Martí,2014-10,3008
10,Sant Martí,2014-11,2944
10,Sant Martí,2014-12,2965
10,Sant Martí,2015-01,3048
10,Sant Martí,2015-02,3071
10,Sant Martí,2015-03,3049
10,Sant Martí,2015-04,2994
10,Sant Martí,2015-05,3025
10,Sant Martí,2015-06,2991
10,Sant Martí,2015-07,3069
10,Sant Martí,2015-08,3189
10,Sant Martí,2015-09,3223
10,Sant Martí,2015-10,3258
10,Sant Martí,2015-11,3145
10,Sant Martí,2015-12,3199
10,Sant Martí,2016-01,3161
10,Sant Martí,2016-02,3219
10,Sant Martí,2016-03,3206
10,Sant Martí,2016-04,3168
10,Sant Martí,2016-05,3220
10,Sant Martí,2016-06,3246
10,Sant Martí,2016-07,3278
10,Sant Martí,2016-08,3307
10,Sant Martí,2016-09,3305
10,Sant Martí,2016-10,3406
10,Sant Martí,2016-11,3514
10,Sant Martí,2016-12,3611
10,Sant Martí,2017-01,3656
10,Sant Martí,2017-02,3708
10,Sant Martí,2017-03,3745
10,Sant Martí,2017-04,3834
10,Sant Martí,2017-05,3922
10,Sant Martí,2017-06,4035
10,Sant Martí,2017-07,4085
10,Sant Martí,2017-08,4075
10,Sant Martí,2017-09,4016
10,Sant Martí,2017-10,3948
10,Sant Martí,2017-11,3875
10,Sant Martí,2017-12,3788
10,Sant Martí,2018-01,3771
10,Sant Martí,2018-02,3841
10,Sant Martí,2018-03,3851
10,Sant Martí,2018-04,3854
10,Sant Martí,2018-05,3864
10,Sant Martí,2018-06,3903
10,Sant Martí,2018-07,3865
10,Sant Martí,2018-08,3843
10,Sant Martí,2018-09,3895
10,Sant Martí,2018-10,3910
10,Sant Martí,2018-11,3879
10,Sant Martí,2018-12,3862
10,Sant Martí,2019-01,3897
10,Sant Martí,2019-02,3939
10,Sant Martí,2019-03,3904
10,Sant Martí,2019-04,3871
10,Sant Martí,2019-05,3821
10,Sant Martí,2019-06,3794
10,Sant Martí,2019-07,3742
10,Sant Martí,2019-08,3785
10,Sant Martí,2019-09,3847
10,Sant Martí,2019-10,3873
10,Sant Martí,2019-11,3854
10,Sant Martí,2019-12,3791
10,Sant Martí,2020-01,3740
10,Sant Martí,2020-02,3713
10,Sant Martí,2020-03,3697
10,Sant Martí,2020-04,3699
